objectid,name,yearpublished,sortindex,minplayers,maxplayers,minplaytime,maxplaytime,totalvotes,usersrated,category1,category2,category3,category4,category5,category6
241164,Jurassic Snack,2018,4091,2,2,15,15,4,300,strategy, Animals,error,error,error,error
134150,Mini Curling Game,2012,4092,2,8,20,30,9,388,Dexterity, Party Game, Sports,error,error,error
1275,221B Baker Street  The Master Detective Game,1975,4093,2,6,90,90,23,2381,Deduction, murder_mystery, Adaptation,error,error,error
88406,Astra Titanus,2010,4094,1,1,45,45,11,229,Sci_Fi, War,error,error,error,error
253786,Don't Mess with Cthulhu Deluxe,2018,4095,4,8,1,30,5,223,Bluffing, card, Deduction, Horror, Negotiation, Party Game
21358,Savage Worlds  Explorer's Edition,2003,4096,2,10,240,240,5,156,Miniatures,error,error,error,error,error
229713,War Room,2019,4097,2,6,120,360,11,157,Economic, War, War,error,error,error
213661,Food Truck Champion,2017,4098,2,5,45,75,6,363,card, Economic, industry_manuf,error,error,error
249673,Rolling Ranch,2019,4099,2,20,10,20,4,307,Animals, Dice, Territory Building,error,error,error
178007,Apocalypse Chaos,2015,4100,1,4,60,60,21,363,Sci_Fi,error,error,error,error,error
166854,Dark Domains,2019,4101,2,5,120,120,8,203,card, City Building, Fantasy, Fighting,error,error
82,Bobby Lee,1993,4102,2,2,240,240,3,320,American War, War,error,error,error,error
160432,Ars Alchimia,2014,4103,2,4,100,100,8,297,Fantasy,error,error,error,error,error
3040,Star Trek  Starship Tactical Combat Simulator,1983,4104,2,6,30,120,6,403,Aviation, Adaptation, Sci_Fi, War,error,error
240843,Maiden's Quest,2018,4105,1,5,10,30,11,279,card, Fantasy, Medieval,error,error,error
170225,DRCongo,2015,4106,1,4,120,180,7,246,City Building, Economic, industry_manuf, Political, Transportation,error
210052,Lazer Ryderz,2017,4107,2,4,30,60,3,499,Maze, Racing, Sci_Fi,error,error,error
126,The Really Nasty Horse Racing Game,1987,4108,2,6,90,90,20,749,Animals, Racing,error,error,error,error
7514,Zombie Plague,2001,4109,2,6,60,60,13,452,Fighting, Horror, Miniatures, Print & Play, Sci_Fi, Zombies
161757,New Salem (first edition),2015,4110,3,8,30,45,6,497,Bluffing, card, City Building, Deduction,error,error
85652,Dystopian Wars,2010,4111,2,0,120,240,17,226,Miniatures, War, Post-War, Sci_Fi, War,error
67453,Caveman Curling,2010,4112,2,6,20,20,7,576,Dexterity, Prehistoric, Sports,error,error,error
5680,Lee vs. Grant,1988,4113,2,2,120,120,4,253,American War, War,error,error,error,error
238889,Tales of the Northlands  The Sagas of Noggin the Nog,2018,4114,1,4,120,150,7,194,Adventure, Fantasy, Farming, Medieval, Adaptation,error
10501,Canvas Eagles,1999,4115,2,20,45,45,8,175,Aviation, Miniatures, Print & Play, War, War,error
197333,Deadzone (second edition),2016,4116,2,2,30,60,2,159,Miniatures, Sci_Fi, War,error,error,error
214296,Tenkatoitsu,2016,4117,1,2,180,420,5,130,Renaissance, War,error,error,error,error
22161,WestFront II,2006,4118,2,2,240,240,3,164,War, War,error,error,error,error
2580,Persian Gulf  Battle for the Middle East,1986,4119,2,2,300,300,0,200,War, War,error,error,error,error
72800,RoadZters,2010,4120,1,4,20,20,3,307,Dexterity, Childrens Game, Racing,error,error,error
63975,Level X,2010,4121,2,4,20,20,12,509,strategy, Dice, Number,error,error,error
173460,Dark Dealings,2016,4122,1,6,15,20,12,363,card, Fantasy, Fighting,error,error,error
264,Enemy in Sight,1988,4123,2,8,120,120,15,638,American Revolutionary War, card, War, War, War,error
197178,DIG,2017,4124,2,4,10,10,7,459,strategy, Animals, card, Deduction,error,error
248002,TAGS,2018,4125,2,4,20,40,3,331,Real-time, Trivia, Word Game,error,error,error
40761,Montego Bay,2009,4126,2,4,45,60,18,619,Transportation,error,error,error,error,error
12355,Fire and Fury,1990,4127,2,12,180,180,5,174,American War, Dice, Miniatures, War,error,error
12830,Weinh\u00e4ndler,2004,4128,3,5,45,45,8,675,card,error,error,error,error,error
226176,Fallout  Wasteland Warfare,2018,4129,1,8,30,240,9,197,Fantasy, Fighting, Horror, Miniatures, Sci_Fi, Adaptation
199780,Looterz,2016,4130,2,6,15,30,5,407,card, Dice,error,error,error,error
10642,Barbarossa  Army Group North,2000,4131,1,4,300,300,2,148,War, War,error,error,error,error
15999,1825 Unit 3,2004,4132,2,2,120,120,12,166,Trains, Transportation,error,error,error,error
3095,Star Trek  The Adventure Game,1985,4133,1,2,120,120,6,293,Adventure, Adaptation, Sci_Fi,error,error,error
207330,Hellas,2016,4134,2,4,45,60,9,280,Ancient, City Building,error,error,error,error
147299,Pocket Imperium,2013,4135,2,4,30,45,23,643,Print & Play, Sci_Fi, Space Exploration, Territory Building,error,error
235365,Doctor Who Fluxx,2017,4136,2,6,5,30,1,302,card, Adaptation,error,error,error,error
41090,Magnate,2008,4137,2,2,45,45,10,201,card, City Building, Economic,error,error,error
3083,Submarine,1976,4138,1,6,180,180,9,485,War, War, War,error,error,error
11274,Devil's Horsemen,2004,4139,2,2,240,240,6,209,Medieval, War,error,error,error,error
172896,Don't Turn Your Back,2015,4140,2,4,45,60,13,257,Horror,error,error,error,error,error
10989,ConHex,2002,4141,2,2,30,30,12,277,strategy,error,error,error,error,error
147305,Qui bouffe Qui,2013,4142,1,6,20,20,11,547,Animals, Bluffing, card, Dice,error,error
173649,King Chocolate,2015,4143,2,5,30,60,11,334,Economic,error,error,error,error,error
153497,This Town Ain't Big Enough for the 2-4 of Us,2014,4144,2,4,15,15,12,962,strategy, American West, Print & Play,error,error,error
1315,Africa,2001,4145,2,5,60,60,22,1251,Exploration,error,error,error,error,error
9139,Marco Polo Expedition,2004,4146,2,5,45,45,18,764,Animals, Arabian, Racing, Travel,error,error
165556,Orongo,2014,4147,2,4,40,40,5,338,Ravensburger Spieleverlag GmbH,error,error,error,error,error
155827,Krosmaster  Quest,2015,4148,2,6,120,180,6,360,Adventure, Exploration, Fantasy, Fighting, Miniatures,error
165186,Hitler's Reich,2018,4149,1,2,120,120,17,314,War, War,error,error,error,error
222821,Powerships,2018,4150,2,7,20,30,7,245,Racing,error,error,error,error,error
191387,Star Trek  The Dice Game,2016,4151,1,1,45,90,5,183,Dice, Print & Play, Sci_Fi,error,error,error
118776,Tahiti,2012,4152,2,4,45,60,6,504,Exploration, Mythology, War, Transportation,error,error
164840,Monopoly Deal,2014,4153,2,3,15,15,8,687,card,error,error,error,error,error
200551,30 Rails,2016,4154,1,8,20,30,6,353,Print & Play, Trains,error,error,error,error
272409,Tiny Epic Tactics,2019,4155,1,4,30,60,5,236,Fantasy, Fighting, Medieval,error,error,error
117995,Spot it! 1,2012,4156,2,6,15,15,6,562,Animals, card, Childrens Game,error,error,error
128412,Bohn To Be Wild!,2012,4157,1,7,60,60,14,315,card, Farming, Negotiation,error,error,error
10527,Gyges,1985,4158,2,2,15,15,6,308,strategy,error,error,error,error,error
249763,Claim 2,2018,4159,2,2,25,25,3,263,card, Fantasy,error,error,error,error
74,Apples to Apples,1999,4160,4,10,30,30,182,16772,card, Humor, Party Game,error,error,error
125996,Mythic Battles,2012,4161,2,4,45,45,8,297,Ancient, card, Mythology, War,error,error
5357,Von Manstein's Backhand Blow,2002,4162,1,2,120,120,3,223,War, War,error,error,error,error
254619,Porto,2019,4163,1,4,30,45,11,195,City Building,error,error,error,error,error
10226,Thunder at the Crossroads (second edition),1993,4164,2,2,360,360,6,172,American War, War,error,error,error,error
21414,To The Last Man!,2009,4165,2,3,120,120,6,168,Bluffing, War, War,error,error,error
194196,Kharnage,2016,4166,2,4,20,30,13,560,card, Fantasy, Fighting, Medieval,error,error
13172,Kung Fu Fighting,2004,4167,2,6,30,30,14,969,card, Fighting, Humor,error,error,error
231223,Visitor in Blackwood Grove,2017,4168,3,6,5,15,4,514,Deduction, Puzzle, Sci_Fi, secret_agent,error,error
256313,Spell Smashers,2018,4169,1,5,45,60,9,277,Fantasy, Fighting, Word Game,error,error,error
247724,Smash Up  Oops,2018,4170,2,2,45,45,0,185,card,error,error,error,error,error
59936,Battle Merchants,2014,4171,2,4,120,120,10,296,Economic, Fantasy,error,error,error,error
264476,Rangers of Shadow Deep,2018,4172,1,4,60,120,7,150,Book, Dice, Fantasy, Fighting, Miniatures, War
158991,Hannin Wa Odoru,2013,4173,3,8,10,10,9,405,Bluffing, Deduction, Party Game,error,error,error
145186,\u8c6c\u670b\u72d7\u53cb-\u5317\u6975\u718a,2013,4174,1,5,10,15,6,441,Dexterity, Animals, card, Party Game, Puzzle, Real-time
3093,Croak!,1999,4175,2,4,20,20,6,418,Animals, Childrens Game,error,error,error,error
209641,Warpgate,2019,4176,1,6,60,90,11,205,Fighting, Sci_Fi, Space Exploration,error,error,error
43,Airlines,1990,4177,2,6,90,90,5,360,Aviation, Economic,error,error,error,error
161681,Lift Off! Get me off this Planet!,2015,4178,2,5,30,45,10,358,Environmental, Sci_Fi,error,error,error,error
25738,The Big Taboo,2006,4179,4,0,30,60,13,597,Dexterity, Memory, Party Game, Word Game,error,error
3534,Star Trader 3000,1982,4180,2,6,180,180,11,262,Economic, Sci_Fi,error,error,error,error
118410,Dirty Pig,2012,4181,2,6,10,10,26,1019,Animals, card,error,error,error,error
38430,Timber Tom,2008,4182,2,4,30,90,18,386,Adventure, Puzzle, Racing,error,error,error
150013,No Retreat! Italian Front  1943-45,2015,4183,2,3,180,780,3,173,War, War,error,error,error,error
121764,Plato 3000,2012,4184,2,4,30,30,15,428,card, Civilization,error,error,error,error
235555,Bios  Origins (Second Edition),2019,4185,1,4,120,240,9,139,Ancient, Environmental, Exploration, Prehistoric, Territory Building,error
257096,Run Fight or Die  Reloaded,2019,4186,1,4,20,40,11,212,Fighting, Horror, Miniatures, Zombies,error,error
157323,MBT (second edition),2016,4187,2,2,360,360,12,170,War, War,error,error,error,error
13456,Vampire  Prince of the City,2006,4188,2,5,180,180,19,612,Bluffing, Horror, Miniatures, Negotiation, Political,error
189192,Mi Tierra  New Era,2016,4189,2,6,60,120,10,322,Economic, Farming, industry_manuf,error,error,error
864,Mage Knight,2000,4190,2,4,60,60,3,925,Collectible, Fantasy, Miniatures, War,error,error
25775,Elusive Victory  The Air War over the Suez Canal,2009,4191,2,2,240,240,4,150,Aviation, War, War,error,error,error
38026,Cluedo  Harry Potter,2008,4192,3,5,30,30,7,813,Childrens Game, Deduction, Fantasy, Adaptation, murder_mystery, Adaptation
175495,Titan Race,2015,4193,2,6,30,30,13,716,Dice, Fantasy, Racing,error,error,error
114991,The Metagame,2011,4194,2,50,10,10,4,435,card, Party Game,error,error,error,error
23981,Genesis,2006,4195,2,4,45,45,10,455,Prehistoric, Territory Building,error,error,error,error
133405,Island Siege,2013,4196,2,4,45,45,6,292,card, Dice, War, Territory Building,error,error
206805,Agricola,2016,4197,1,1,60,90,5,200,Ancient, Political, War,error,error,error
196217,18Ireland,2017,4198,3,6,240,240,9,135,Economic, Trains,error,error,error,error
226445,The Big Score,2018,4199,1,6,30,60,4,214,card,error,error,error,error,error
146579,Quilt Show,2014,4200,2,4,45,45,9,414,Rio Grande Games,error,error,error,error,error
256297,Transformers Trading Card Game,2018,4201,2,2,30,30,5,202,card, Collectible, Fighting, Sci_Fi,error,error
109451,A Fistful of Penguins,2011,4202,1,6,15,15,11,971,Animals, Childrens Game, Dice,error,error,error
32901,Prawo D\u017cungli,2007,4203,2,100,10,10,9,441,Dexterity, card, Party Game,error,error,error
87907,1865  Sardinia,2011,4204,2,4,240,240,7,166,Economic, Trains, Transportation,error,error,error
38553,Duck Dealer,2008,4205,2,5,180,240,14,500,Space Exploration, Transportation,error,error,error,error
191543,Micro Robots,2016,4206,2,99,20,20,7,509,strategy, Puzzle, Real-time,error,error,error
2638,Clash of Giants,2001,4207,2,2,180,180,5,272,War, War,error,error,error,error
63027,Leviathans,2012,4208,2,8,90,90,9,264,Aviation, Miniatures, Sci_Fi, War,error,error
923,Breakaway Rider,1963,4209,2,6,20,20,12,730,card, Racing, Sports,error,error,error
221669,Dawn of Peacemakers,2018,4210,1,4,60,120,16,208,Adventure, Animals, Fantasy, Medieval, Miniatures, War
2259,Afrika Korps,1964,4211,2,4,180,180,19,924,War, War,error,error,error,error
158534,Bring Out Yer Dead,2015,4212,2,5,40,40,9,548,Horror, Renaissance,error,error,error,error
261009,Inuit  The Snow Folk,2019,4213,2,4,30,45,3,237,card, Mythology,error,error,error,error
62230,Wild Blue Yonder,2017,4214,1,8,15,180,6,155,Aviation, card, War, War,error,error
719,Tyranno Ex,1990,4215,2,4,120,120,8,424,Fighting, Prehistoric,error,error,error,error
131568,Codinca,2012,4216,2,4,30,30,8,572,strategy,error,error,error,error,error
1309,Die Magier von Pangea,2001,4217,2,4,60,60,12,648,Economic, Fantasy,error,error,error,error
203759,The Walking Dead  No Sanctuary,2018,4218,1,4,45,120,7,290,Horror, Miniatures, Adaptation, Zombies,error,error
250,Colonial Diplomacy,1994,4219,2,7,360,360,12,372,Bluffing, Negotiation, Political, Post-War, Territory Building, War
1549,Password,1962,4220,3,4,30,30,6,887,Adaptation, Party Game, Word Game,error,error,error
174518,Ylandyss,2015,4221,2,4,60,90,4,198,Fantasy,error,error,error,error,error
847,Feudal,1967,4222,2,6,90,90,16,1321,strategy, Medieval, Miniatures,error,error,error
191989,Next War  Poland,2017,4223,1,2,120,1200,3,153,War, War,error,error,error,error
250309,Darwin's Choice,2019,4224,2,6,60,120,15,363,Animals, card, Educational, Environmental,error,error
42560,The Hell of Stalingrad,2009,4225,1,4,90,90,8,247,card, War, War,error,error,error
27266,Silent Death  The Next Millennium Deluxe Edition,1995,4226,2,8,120,120,2,180,Miniatures, Sci_Fi, War,error,error,error
90,Star Wars  Episode 1 \u2013 Clash of the Lightsabers,1999,4227,2,2,20,20,3,571,card, Adaptation, Sci_Fi,error,error,error
4493,Kayanak,1999,4228,2,4,15,15,4,428,Dexterity, Childrens Game,error,error,error,error
177490,Samara,2015,4229,2,5,25,50,9,495,City Building, Medieval,error,error,error,error
1536,Lord of the Fries,1998,4230,3,8,45,45,14,1602,card, Zombies,error,error,error,error
33150,Cranium WOW,2007,4231,4,16,60,60,12,884,Adaptation, Party Game, Trivia, Word Game,error,error
8059,Ideology  The War of Ideas,2003,4232,2,5,90,90,23,876,Political,error,error,error,error,error
1674,Naval War,1979,4233,3,9,45,45,11,746,card, War, War, War,error,error
24396,War on Terror  The Boardgame,2006,4234,3,6,120,120,24,1143,Negotiation, War,error,error,error,error
3992,Advanced Tobruk,2002,4235,2,2,180,180,6,217,War, War,error,error,error,error
5455,Tobruk   Tank Battles in North Africa 1942,1975,4236,2,2,90,90,4,529,War, War,error,error,error,error
39383,Frontline  D-Day,2010,4237,1,4,60,60,12,334,card, War, War,error,error,error
185374,Loot N Run,2016,4238,2,6,15,30,5,401,Adventure, Ancient, Bluffing, Exploration, Party Game,error
216864,Card City XL,2017,4239,1,4,20,60,12,362,card, City Building, Territory Building,error,error,error
129974,Warhammer 40,2012,4240,2,2,120,120,1,204,Fighting, Miniatures, Sci_Fi,error,error,error
154600,Desperados of Dice Town,2014,4241,2,4,25,25,9,701,American West, Dice,error,error,error,error
1693,Gladiator,1981,4242,2,6,15,30,11,443,Ancient, Fighting,error,error,error,error
149869,Sherlock 13,2013,4243,2,4,15,15,11,434,card, Deduction, Adaptation,error,error,error
161578,[redacted],2014,4244,2,6,45,45,13,652,Bluffing, secret_agent,error,error,error,error
194062,Master of the Galaxy,2018,4245,2,4,45,120,6,316,Civilization, Space Exploration,error,error,error,error
172994,Catan  Traveler \u2013 Compact Edition,2015,4246,2,4,75,75,2,248,Civilization, Negotiation,error,error,error,error
160419,Long Live the Queen,2014,4247,2,2,15,15,7,357,card, Dice, Medieval,error,error,error
153709,Pyramix,2014,4248,2,4,15,15,7,481,strategy, Ancient,error,error,error,error
182352,Exodus Fleet,2017,4249,2,5,60,120,10,206,Economic, Sci_Fi, Space Exploration,error,error,error
187679,The Horus Heresy  Betrayal at Calth,2015,4250,2,2,30,60,5,188,Miniatures, Sci_Fi, War,error,error,error
170300,Wombat Rescue,2015,4251,1,4,60,60,12,355,Animals, Humor,error,error,error,error
3613,Air Superiority,1987,4252,1,6,60,240,5,364,Aviation, War, War,error,error,error
232318,Kami-sama,2018,4253,2,4,60,90,12,253,Kolossal Games,error,error,error,error,error
19624,Freya's Folly,2005,4254,3,5,50,50,4,351,Mythology,error,error,error,error,error
242149,Vadoran Gardens,2019,4255,2,4,20,40,6,248,card, City Building, Territory Building,error,error,error
71593,Charon Inc.,2010,4256,2,5,60,60,18,484,Sci_Fi,error,error,error,error,error
92644,Schnappt Hubi!,2011,4257,2,4,20,20,5,267,Childrens Game, Deduction, Electronic, Maze,error,error
182626,Mistborn  House War,2017,4258,3,5,60,120,8,273,card, Fantasy, Negotiation, Adaptation,error,error
166202,Bomb Squad Academy,2015,4259,2,5,20,40,13,441,Edge Entertainment, Tasty Minstrel Games,error,error,error,error
15261,Trump,2005,4260,3,4,45,45,5,386,Animals, card,error,error,error,error
271512,5211,2019,4261,2,5,20,30,8,406,card,error,error,error,error,error
3586,Sherlock,1999,4262,2,5,20,20,4,557,card, Childrens Game, Deduction, Memory, Adaptation,error
147363,Yu-Gi-Oh! Dice Masters,2015,4263,2,2,60,60,1,259,Collectible, Adaptation, Dice, Fantasy, Fighting, Adaptation
884,Way Out West,2000,4264,3,5,90,120,10,669,American West,error,error,error,error,error
190333,Fire of Eidolon,2017,4265,1,6,30,45,9,242,Adventure, Exploration, Fantasy, Adaptation,error,error
1197,Speed,1995,4266,2,3,10,10,24,1752,Dexterity, card, Childrens Game, Real-time,error,error
2371,Extra!,2011,4267,1,6,10,10,11,386,Dice,error,error,error,error,error
718,Galaxy  The Dark Ages,2000,4268,2,5,90,90,9,581,card, Sci_Fi,error,error,error,error
127561,Resident Evil Deck Building Game  Mercenaries,2012,4269,1,4,30,60,3,248,card, Horror, Adaptation, Zombies,error,error
249675,Desolate,2018,4270,1,1,15,20,4,218,card, Dice, Exploration, Print & Play, Sci_Fi,error
12897,La Bataille de Ligny,1991,4271,1,2,360,1740,1,171,War, War,error,error,error,error
54507,Savannah Tails,2009,4272,2,5,30,30,9,507,Animals, Racing,error,error,error,error
31897,Anno 1701  Das Brettspiel,2007,4273,3,4,60,120,8,286,Age of Reason, Civilization, Exploration,error,error,error
242569,Penny Papers Adventures  The Valley of Wiraqocha,2018,4274,1,99,20,20,7,334,Dice, Number,error,error,error,error
